Brand,Model,Year,Mileage,Condition,Price,Number of Cylinders,Engine Capacity,Ratings,Color
Toyota,4-Runner,2002,345623,Locally Used, 3432000,,3400.0,,black
Honda,Pilot,2013,228268,Locally Used, 7875000,,3500.0,,White
Nissan,Pathfinder,2013,112373,Locally Used, 5250000,,3500.0,,black
Land Rover,Range Rover,2010,177841,Locally Used, 4250000,,4900.0,,black
Toyota,Matrix,2007,210176,Foreign Used, 3675000,,1800.0,,Red
Acura,RDX,2010,79710,Foreign Used, 4200000,,2300.0,,Grey
Toyota,Sienna,2005,175009,Locally Used, 3640000,,3300.0,,White
Toyota,4-Runner,2002,345623,Locally Used, 3432000,,3400.0,,black
Honda,Accord,2013,199398,Foreign Used, 5175000,,2400.0,,Blue
Toyota,RAV4,2009,105839,Locally Used, 4680000,,2000.0,,black
Toyota,Corolla,2013,131523,Foreign Used, 5250000,,1800.0,,Grey
Mercedes-Benz,M Class,2006,87206,Locally Used, 3675000,,3500.0,,Blue
Toyota,Corolla,2003,247963,Locally Used, 2100000,,1800.0,,Grey
Land Rover,Range Rover,2010,177841,Locally Used, 4250000,,4900.0,,black
Hyundai,Santa Fe,2014,169791,Locally Used, 5250000,,2000.0,,black
Lexus,RX 350,2010,44699,Locally Used, 9880000,,3500.0,,black
Lexus,ES,2018,53490,Foreign Used, 21000000,,3500.0,,Grey
Toyota,RAV4,2007,309539,Foreign Used, 5200000,,3500.0,,Green
Toyota,Corolla,2003,15203,Locally Used, 2100000,,1800.0,,Green
Mercedes-Benz,C300,2018,32124,Foreign Used, 26000000,,2000.0,,black
Kia,Optima,2007,234751,Locally Used, 2572500,,2400.0,,Silver
Toyota,RAV4,2009,240416,Locally Used, 4060000,,3500.0,,Silver
Toyota,Camry,2014,172365,Locally Used, 4992000,,2400.0,,White
Toyota,Corolla,2011,92881,Locally Used, 3150000,,1800.0,,Red
Honda,Accord,2013,190198,Locally Used, 5200000,4.0,2400.0,,Grey
Mercedes-Benz,M Class,2009,92875,Locally Used, 4680000,,5500.0,,black
Toyota,Corolla,2008,158114,Foreign Used, 3675000,,1800.0,,Blue
Ford,Ranger,2020,21370,Locally Used, 27900000,4.0,2500.0,,black
Mercedes-Benz,S-Class,2008,302121,Locally Used, 6615000,,3500.0,,White
Toyota,Corolla,2009,321621,Foreign Used, 4784000,4.0,1800.0,,Blue
Volkswagen,Jetta,2011,51973,Locally Used, 4725000,,2000.0,,black
Toyota,Corolla,2008,308648,Locally Used, 2730000,,1800.0,,black
Honda,Odyssey,2007,174187,Foreign Used, 4160000,,3500.0,,Grey
Acura,MDX,2008,93672,Locally Used, 4160000,,3700.0,,black
Volkswagen,Jetta,2011,51973,Locally Used, 4725000,,2000.0,,black
Mercedes-Benz,M Class,2012,153622,Locally Used, 10920000,6.0,3500.0,,black
Lexus,RX 330,2004,154589,Foreign Used, 5985000,,3300.0,,black
Toyota,Highlander,2003,239314,Locally Used, 2520000,,3000.0,,black
Toyota,RAV4,2010,189574,Locally Used, 4160000,,2500.0,,brown
Ford,Expedition,2004,286840,Foreign Used, 3150000,,5400.0,,black
Mercedes-Benz,C300,2015,156,Foreign Used, 10500000,,2000.0,,Grey
Honda,Odyssey,2007,356854,Foreign Used, 3636000,,3500.0,,gold
Toyota,Hilux,2007,34826,Locally Used, 4245000,,2700.0,,White
Toyota,Highlander,2001,139548,Locally Used, 2600000,,3000.0,,black
Honda,Accord,2011,102210,Foreign Used, 3360000,,2400.0,,Silver
