Brand,Model,Year,Mileage,Condition,Price,Number of Cylinders,Engine Capacity,Ratings,Color
Chrysler,Town&Country,2008,162503,Foreign Used, 1825000,,3800.0,,White
Honda,CR-V,2007,154313,Locally Used, 4160000,,2400.0,,gold
Mazda,CX-7,2007,170526,Locally Used, 2100000,,2300.0,,Silver
Toyota,Sequoia,2003,112695,Locally Used, 2080000,,4700.0,,Silver
Mazda,6,2003,331987,Locally Used, 2310000,,1800.0,,Grey
Nissan,Pathfinder,2007,346146,Locally Used, 1995000,,4000.0,,Silver
Honda,Accord,2003,199349,Locally Used, 1976000,,2400.0,,Grey
Toyota,Sequoia,2007,87187,Locally Used, 2467500,,4700.0,,black
Toyota,Corolla,2010,146107,Locally Used, 3536000,,1800.0,,Silver
Lexus,IS,2009,208056,Locally Used, 3360000,6.0,2500.0,,black
Toyota,Corolla,2004,227085,Locally Used, 2080000,,1800.0,,gold
Toyota,Corolla,2007,142117,Locally Used, 2600000,,1800.0,,Red
Toyota,Corolla,2004,239881,Locally Used, 2704000,,1800.0,,Silver
Toyota,Camry,2005,235356,Locally Used, 1890000,4.0,2400.0,,Blue
Toyota,Highlander,2017,51789,Locally Used, 15225000,,3500.0,,black
Toyota,Sienna,2011,151955,Locally Used, 5250000,,3500.0,,gold
Honda,Accord,2008,239839,Locally Used, 2912000,,3000.0,,Red
Toyota,Corolla,2009,204038,Locally Used, 2520000,,1800.0,,Grey
Toyota,Camry,2002,338043,Locally Used, 2080000,,2400.0,,Silver
Nissan,Altima,2008,242366,Locally Used, 1890000,4.0,2500.0,,White
Mazda,6,2003,331987,Locally Used, 2310000,,1800.0,,Grey
Lexus,RX 300,2000,126468,Locally Used, 2548000,,3000.0,,black
Toyota,Camry,2003,251781,Locally Used, 2392000,,2400.0,,gold
Honda,Accord,2008,239839,Locally Used, 2912000,,3000.0,,Red
Toyota,Highlander,2013,121997,Foreign Used, 9975000,6.0,3500.0,,Blue
Toyota,Highlander,2005,171029,Locally Used, 2940000,6.0,3300.0,,black
Lexus,ES,2004,115278,Locally Used, 2600000,,3300.0,,Red
Honda,CR-V,2007,154313,Locally Used, 4160000,,2400.0,,gold
Toyota,Camry,2002,338043,Locally Used, 2080000,,2400.0,,Silver
Toyota,Corolla,2006,168759,Locally Used, 1890000,,1800.0,,Blue
Toyota,Camry,2007,417361,Foreign Used, 2635000,,2400.0,,Grey
Toyota,Corolla,2007,142117,Locally Used, 2600000,,1800.0,,Red
Mercedes-Benz,C300,2012,91305,Locally Used, 3675000,,3000.0,,White
Mercedes-Benz,GLK-Class,2011,264033,Locally Used, 7540000,,3500.0,,black
Honda,Accord,2008,116982,Locally Used, 2704000,,2400.0,,Silver
Mazda,CX-7,2007,136320,Locally Used, 2100000,,2300.0,,Blue
Toyota,Sienna,2011,151955,Locally Used, 5250000,,3500.0,,gold
Honda,Pilot,2006,194887,Locally Used, 2600000,,3500.0,,black
Toyota,Highlander,2002,240130,Locally Used, 2610000,,3500.0,,Blue
Toyota,Avensis,2005,309407,Foreign Used, 3848000,,2200.0,,Grey
Lexus,RX 330,2004,394867,Locally Used, 4680000,,3300.0,,Grey
Toyota,Sienna,1999,147074,Locally Used, 1872000,,3500.0,,gold
Toyota,Camry,2010,99072,Locally Used, 4680000,,2500.0,,Silver
Toyota,Camry,2007,198558,Foreign Used, 2940000,,2400.0,,Silver
Toyota,Corolla,2009,204610,Locally Used, 2940000,,2400.0,,Grey
Volvo,S80,1999,395999,Locally Used, 2625000,,2400.0,,Green
Toyota,Corolla,2003,242892,Locally Used, 2392000,,1800.0,,Grey
Lexus,RX 300,2003,363665,Locally Used, 2600000,,3000.0,,Blue
Toyota,Corolla,2004,299999,Locally Used, 2496000,,1800.0,,Grey
Toyota,Corolla,2005,215997,Locally Used, 2310000,,1800.0,,Blue
Toyota,Highlander,2004,394970,Locally Used, 2415000,,3000.0,,black
Lexus,ES,2008,165575,Locally Used, 4368000,,3500.0,,Silver
Honda,Accord,2008,245871,Locally Used, 2496000,,2500.0,,black
Toyota,Highlander,2009,141023,Locally Used, 5250000,,2700.0,,Silver
Toyota,Corolla,2006,251907,Locally Used, 2820000,,1800.0,,White
Toyota,Camry,2008,259329,Locally Used, 2625000,,2400.0,,Silver
BMW,325i,2007,246119,Locally Used, 3150000,,3000.0,,black
Toyota,Camry,2007,335906,Locally Used, 2835000,,2400.0,,Red
Toyota,Corolla,2005,203699,Locally Used, 2496000,,2400.0,,Blue
Honda,Pilot,2006,165641,Locally Used, 1785000,,3500.0,,Blue
Toyota,Corolla,2008,99999,Locally Used, 2808000,,1800.0,,gold
Toyota,RAV4,2003,300212,Locally Used, 2080000,4.0,2400.0,,black
Toyota,Avalon,2002,108205,Locally Used, 2088000,,3000.0,,Silver
Honda,CR-V,2008,179113,Locally Used, 2730000,,2400.0,,Blue
Toyota,Corolla,2008,125935,Locally Used, 2310000,,1800.0,,black
Toyota,Camry,2002,409396,Locally Used, 2288000,,2400.0,,Green
Honda,CR-V,2010,88452,Locally Used, 3848000,,2400.0,,black
Toyota,Corolla,2008,147462,Foreign Used, 4368000,,1800.0,,Red
Toyota,Corolla,2005,185056,Locally Used, 2100000,,1800.0,,Grey
Toyota,RAV4,2002,385142,Locally Used, 2080000,,2000.0,,Blue
Honda,CR-V,2003,427036,Locally Used, 1976000,4.0,2400.0,,brown
Toyota,Sienna,2004,154713,Locally Used, 2625000,,3000.0,,Silver
Toyota,Camry,2002,282654,Locally Used, 1872000,,2400.0,,Grey
Toyota,Highlander,2003,206371,Locally Used, 2315000,,3000.0,,Silver
Toyota,Camry,2003,274463,Locally Used, 2288000,,2400.0,,Silver
Hyundai,Sonata,2008,389502,Locally Used, 1890000,,2400.0,,Blue
Toyota,Corolla,2005,167832,Locally Used, 2315250,,1800.0,,Blue
Lexus,ES,2003,292932,Locally Used, 2310000,6.0,3300.0,,beige
Mercedes-Benz,C300,2008,99220,Locally Used, 4992000,,3000.0,,black
Toyota,Camry,2010,154938,Locally Used, 2730000,,2400.0,,Blue
Volkswagen,Passat,2016,84860,Locally Used, 5250000,4.0,1800.0,,Grey
Nissan,Frontier,2005,337481,Locally Used, 2787750,,4000.0,,black
Toyota,Sienna,2004,170348,Foreign Used, 4305000,,3300.0,,gold
Toyota,Camry,2010,145980,Foreign Used, 4515000,,2400.0,,Red
Kia,Sorento,2005,156233,Locally Used, 1575000,,3500.0,,purple
Kia,Sorento,2012,223888,Locally Used, 3725000,,3500.0,,black
Honda,CR-V,1997,478807,Locally Used, 1365000,,2000.0,,Green
Toyota,Corolla,2005,87618,Locally Used, 2205000,4.0,1800.0,,Grey
Toyota,Corolla,2014,75000,Locally Used, 5564000,4.0,1800.0,,Silver
Toyota,Corolla,2007,198023,Locally Used, 2512000,,1800.0,,Grey
Honda,Accord,2004,415171,Locally Used, 1560000,,2400.0,,Red
Toyota,Sienna,2002,342471,Locally Used, 1575000,6.0,3000.0,,Silver
Toyota,Camry,2009,199999,Locally Used, 2625000,,3500.0,,black
Honda,Accord,2007,217460,Locally Used, 2184000,6.0,2400.0,,Grey
Toyota,Corolla,2005,173456,Locally Used, 2310000,,1800.0,,black
Honda,Accord,2013,230439,Locally Used, 4200000,,3500.0,,black
Toyota,Corolla,2005,299999,Locally Used, 2310000,,1800.0,,Red
Toyota,Corolla,2009,224868,Locally Used, 2625000,,1800.0,,black
Toyota,Avalon,2008,163742,Locally Used, 2520000,,3500.0,,Red
Toyota,Camry,2003,489949,Locally Used, 1890000,,2400.0,,Silver
Toyota,Avensis,2005,131315,Locally Used, 2808000,4.0,2000.0,,black
Mazda,6,2004,178653,Locally Used, 1890000,,2000.0,,Silver
Toyota,Highlander,2003,310235,Locally Used, 2912000,,3000.0,,Green
Lexus,ES,2007,122895,Locally Used, 2415000,6.0,3500.0,,Silver
Honda,CR-V,2003,176822,Locally Used, 2100000,,2000.0,,Silver
Mercedes-Benz,M Class,2006,85319,Locally Used, 4368000,,3500.0,,Blue
Honda,Accord,2008,198351,Locally Used, 2392000,,2400.0,,black
Toyota,RAV4,2008,85567,Locally Used, 2940000,,2400.0,,Blue
Toyota,Corolla,2005,182069,Locally Used, 3328000,,1800.0,,Red
Toyota,Camry,2002,236002,Locally Used, 2080000,,2400.0,,Silver
Toyota,Camry,2002,211173,Locally Used, 1768000,6.0,3000.0,,Silver
Toyota,Camry,2003,523045,Locally Used, 1842750,,2400.0,,gold
Toyota,Corolla,2005,299999,Locally Used, 2912000,,1800.0,,Silver
Nissan,Sentra,2010,87221,Locally Used, 2835000,,2000.0,,Grey
Toyota,Camry,2007,123584,Locally Used, 3640000,,2400.0,,Green
Toyota,Venza,2012,147182,Locally Used, 7280000,6.0,2400.0,,White
Toyota,Avalon,2003,533974,Locally Used, 1664000,6.0,3000.0,,black
Toyota,Corolla,2005,145488,Locally Used, 2912000,,1800.0,,Red
Toyota,Corolla,2006,183440,Locally Used, 2704000,,1800.0,,gold
Honda,CR-V,2002,395067,Locally Used, 1575000,,2400.0,,Blue
Lexus,ES,2004,354906,Locally Used, 2310000,6.0,3300.0,,Green
Acura,MDX,2007,140253,Locally Used, 2940000,,3700.0,,black
Honda,Accord,2006,189929,Locally Used, 1976000,,2400.0,,gold
Toyota,Camry,2008,118457,Locally Used, 2520000,,2400.0,,Silver
Toyota,Camry,2002,394769,Locally Used, 1664000,,3000.0,,burgandy
Hyundai,Elantra,2010,410129,Locally Used, 2600000,,1800.0,,Grey
Honda,Accord,2013,230439,Locally Used, 4200000,,3500.0,,black
Lexus,RX 300,2000,167599,Locally Used, 1890000,,3000.0,,gold
Lexus,ES,2004,354906,Locally Used, 2310000,6.0,3300.0,,Green
Acura,MDX,2007,140253,Locally Used, 2940000,,3700.0,,black
Volvo,S80,2000,318288,Locally Used, 1260000,,2400.0,,Blue
Toyota,Camry,2001,290417,Locally Used, 1456000,4.0,2000.0,,gold
Honda,Pilot,2006,160535,Locally Used, 2808000,,3500.0,,Blue
Hyundai,Sonata,2009,151511,Locally Used, 1875000,,2000.0,,black
Toyota,Camry,2006,269312,Locally Used, 2100000,,2400.0,,Grey
Honda,Accord,2009,233833,Locally Used, 2756000,,2400.0,,Grey
Honda,Accord,2005,278891,Locally Used, 1560000,,2400.0,,black
Lexus,RX 350,2007,181508,Locally Used, 3990000,,3500.0,,Blue
Toyota,Corolla,2011,166931,Locally Used, 4680000,,1800.0,,Grey
Toyota,Highlander,2011,232282,Locally Used, 6615000,,3500.0,,White
Toyota,Camry,2001,290417,Locally Used, 1456000,4.0,2000.0,,gold
Toyota,Matrix,2007,127856,Locally Used, 2308000,,1800.0,,Silver
Honda,Accord,2003,207827,Locally Used, 1260000,,2400.0,,gold
Honda,Accord,2005,278891,Locally Used, 1560000,,2400.0,,black
Volkswagen,Passat,1999,319241,Locally Used, 1260000,,1500.0,,Blue
Toyota,Corolla,2001,264590,Locally Used, 1872000,,1800.0,,Silver
Toyota,Corolla,2008,204462,Locally Used, 2100000,,1800.0,,Blue
Honda,Pilot,2006,160535,Locally Used, 2808000,,3500.0,,Blue
Lexus,GX,2005,203896,Locally Used, 5720000,8.0,4700.0,,black
Lexus,RX 350,2007,181508,Locally Used, 3990000,,3500.0,,Blue
Toyota,Highlander,2002,202794,Locally Used, 1910000,,3000.0,,Blue
Toyota,Corolla,2006,273720,Locally Used, 1890000,4.0,1800.0,,black
Toyota,Highlander,2002,194694,Locally Used, 2447550,,2400.0,,Blue
Hyundai,Sonata,2007,306131,Locally Used, 1995000,,2400.0,,Red
Toyota,Corolla,2006,273720,Locally Used, 1890000,4.0,1800.0,,black
Lexus,RX 300,2000,193031,Locally Used, 1569750,,3000.0,,black
Toyota,Corolla,2001,264590,Locally Used, 1872000,,1800.0,,Silver
Honda,Accord,2005,250936,Locally Used, 1560000,,2400.0,,black
Volvo,XC90,2003,197453,Locally Used, 2625000,,2900.0,,Silver
Toyota,Camry,2003,153276,Locally Used, 1942500,,2400.0,,White
Toyota,RAV4,2006,326066,Locally Used, 2625000,4.0,2400.0,,Grey
Toyota,Corolla,2008,204462,Locally Used, 2100000,,1800.0,,Blue
Hyundai,Elantra,2012,195600,Locally Used, 2625000,,1800.0,,Red
Toyota,Camry,2003,153276,Locally Used, 1942500,,2400.0,,White
Toyota,Camry,2010,157036,Foreign Used, 5200000,,2500.0,,gold
Toyota,Solara,2004,249934,Locally Used, 1680000,4.0,2400.0,,black
Toyota,Land Cruiser Prado,2006,187116,Locally Used, 10400000,,2700.0,,black
Volvo,XC90,2003,197453,Locally Used, 2625000,,2900.0,,Silver
Peugeot,307,2005,100454,Foreign Used, 2288000,,1400.0,,Blue
Toyota,Tacoma,2008,150327,Locally Used, 5386500,,4000.0,,black
Volvo,XC90,2008,306466,Locally Used, 3640000,,3200.0,,Red
Honda,CR-V,2008,105738,Locally Used, 2415000,,2400.0,,Blue
Infiniti,FX35,2005,62165,Locally Used, 1880000,,3500.0,,Grey
Peugeot,307,2005,101422,Locally Used, 3744000,,2000.0,,purple
Mercedes-Benz,GL-Class,2007,216676,Locally Used, 5200000,8.0,4500.0,,black
Honda,Accord,2008,219864,Locally Used, 2704000,,2400.0,,black
Mercedes-Benz,M Class,2008,256332,Locally Used, 4888000,,3500.0,,Green
Toyota,Solara,2004,249934,Locally Used, 1680000,4.0,2400.0,,black
Lexus,GX,2011,158377,Foreign Used, 17010000,,4600.0,,White
Honda,Accord,2005,142845,Locally Used, 1323000,,2500.0,,black
Toyota,Corolla,2005,143330,Locally Used, 2704000,,1800.0,,Blue
Volkswagen,Golf,2009,180592,Locally Used, 2625000,,1600.0,,black
Toyota,Corolla,2009,212412,Locally Used, 2730000,,1800.0,,black
Honda,Accord,2004,304762,Locally Used, 1260000,,2400.0,,Green
Toyota,Camry,2000,358273,Locally Used, 1253333,,2200.0,,White
Toyota,Camry,2007,168881,Locally Used, 2415000,,2400.0,,Grey
Honda,City,2019,27941,Locally Used, 5250000,,1500.0,,black
Kia,Cerato,2010,71532,Locally Used, 2100000,,1800.0,,black
Peugeot,307,2005,101422,Locally Used, 3744000,,2000.0,,purple
Hyundai,Sonata,2013,86378,Locally Used, 4160000,,2400.0,,black
Hyundai,Elantra,2010,102058,Locally Used, 1575000,4.0,2000.0,,teal
Honda,Accord,2007,251435,Locally Used, 1575000,,3000.0,,Grey
Toyota,Corolla,2007,197810,Locally Used, 2310000,,1800.0,,Silver
Honda,Accord,2015,398987,Foreign Used, 5065000,4.0,2400.0,,White
Ford,Edge,2011,132682,Locally Used, 3675000,,3500.0,,brown
Honda,Accord,2011,201329,Locally Used, 3328000,,2000.0,,White
Kia,Cerato,2013,120182,Locally Used, 2625000,,1600.0,,Red
Honda,Accord,2008,95535,Locally Used, 2712000,,2400.0,,Grey
Honda,CR-V,2013,284471,Foreign Used, 6510000,4.0,2400.0,,White
Honda,Pilot,2003,156048,Locally Used, 1680000,,3500.0,,black
Infiniti,FX35,2005,62165,Locally Used, 1880000,,3500.0,,Grey
Jeep,Liberty,2003,236492,Locally Used, 1785000,6.0,3700.0,,black
Ford,Escape,2010,214273,Locally Used, 1680000,,3000.0,,matt black
Toyota,Camry,2000,358273,Locally Used, 1253333,,2200.0,,White
Toyota,Camry,2007,168881,Locally Used, 2415000,,2400.0,,Grey
Toyota,Highlander,2005,249985,Locally Used, 1942500,6.0,3500.0,,Silver
Infiniti,FX35,2004,75099,Locally Used, 1680000,,3500.0,,Silver
Honda,Accord,2003,226905,Locally Used, 1365000,,2400.0,,Grey
Toyota,Matrix,2006,277221,Locally Used, 1995000,,1800.0,,Blue
Mercedes-Benz,C300,2016,75375,Foreign Used, 15600000,,2000.0,,White
Honda,City,2019,27941,Locally Used, 5250000,,1500.0,,black
Mercedes-Benz,C240,2003,150000,Locally Used, 1872000,,2400.0,,Silver
Honda,Accord,2011,201329,Locally Used, 3328000,,2000.0,,White
Volkswagen,Passat,2013,167130,Locally Used, 4512000,,2500.0,,black
Kia,Sorento,2011,230721,Locally Used, 5250000,4.0,2400.0,,black
Toyota,Camry,2012,79841,Locally Used, 3675000,,3500.0,,Grey
Honda,Accord,2003,226905,Locally Used, 1365000,,2400.0,,Grey
Acura,MDX,2008,144763,Locally Used, 1890000,6.0,3700.0,,black
Mercedes-Benz,C240,2003,150000,Locally Used, 1872000,,2400.0,,Silver
Toyota,Camry,2009,236947,Locally Used, 2635000,,3500.0,,black
Toyota,Corolla,2006,158668,Locally Used, 2100000,,1800.0,,Grey
Toyota,Camry,2009,125817,Locally Used, 2415000,,2400.0,,Silver
Hyundai,Elantra,2013,139569,Locally Used, 2625000,,1800.0,,White
Ford,Escape,2010,214273,Locally Used, 1680000,,3000.0,,matt black
Toyota,Tacoma,2008,150327,Locally Used, 5386500,,4000.0,,black
Mercedes-Benz,E350,2006,48595,Locally Used, 2600000,,3500.0,,burgandy
Toyota,Highlander,2005,249985,Locally Used, 1942500,6.0,3500.0,,Silver
Toyota,Highlander,2008,155243,Locally Used, 4935000,,3500.0,,black
Toyota,Highlander,2005,235145,Locally Used, 1890000,,3500.0,,Silver
Toyota,Highlander,2012,44254,Locally Used, 8320000,,3500.0,,black
Mercedes-Benz,M Class,2001,268136,Foreign Used, 2940000,,3200.0,,Green
Ford,Edge,2011,132682,Locally Used, 3675000,,3500.0,,brown
Lexus,GX,2011,158377,Foreign Used, 17010000,,4600.0,,White
Lexus,GS,2006,214306,Locally Used, 2160000,,3000.0,,black
Toyota,Camry,2009,236947,Locally Used, 2635000,,3500.0,,black
Honda,CR-V,2004,139159,Foreign Used, 1680000,,2400.0,,brown
Toyota,Corolla,2011,85977,Locally Used, 3952000,,1800.0,,Grey
Lexus,ES,2002,212816,Locally Used, 3328000,,3000.0,,Silver
Honda,Accord,2011,146252,Locally Used, 2415000,,2400.0,,White
Lexus,IS,2008,204677,Locally Used, 2845000,,2500.0,,White
Toyota,Sienna,1998,198465,Locally Used, 1260000,,3000.0,,Silver
Lexus,GS,2006,289882,Locally Used, 3640000,,4300.0,,black
Toyota,Corolla,2010,119579,Locally Used, 2730000,,1800.0,,Red
Toyota,Corolla,2003,67206,Locally Used, 2100000,,1800.0,,gold
Lexus,IS,2008,204677,Locally Used, 2845000,,2500.0,,White
Honda,Accord,2003,236645,Locally Used, 2288000,,1800.0,,black
Toyota,Matrix,2005,144013,Locally Used, 2600000,4.0,1800.0,,Blue
Honda,CR-V,2004,139159,Foreign Used, 1680000,,2400.0,,brown
Lexus,RX 330,2004,204939,Locally Used, 4680000,,3300.0,,Grey
Mercedes-Benz,E350,2008,222810,Locally Used, 2625000,,2500.0,,Silver
Honda,Accord,2003,196508,Locally Used, 1155000,4.0,2400.0,,Red
Toyota,Camry,2010,176694,Locally Used, 3307500,4.0,2500.0,,Silver
Honda,Pilot,2006,112492,Locally Used, 1680000,,3500.0,,Green
Toyota,Corolla,2005,171903,Locally Used, 2100000,,1800.0,,Silver
Toyota,Camry,2004,245989,Locally Used, 1890000,,2400.0,,gold
Toyota,Corolla,2005,171903,Locally Used, 2100000,,1800.0,,Silver
Honda,Accord,2003,227409,Locally Used, 1456000,,2400.0,,Grey
Honda,Accord,2003,47026,Locally Used, 1456000,,2400.0,,Grey
Toyota,Matrix,2005,144013,Locally Used, 2600000,4.0,1800.0,,Blue
Toyota,Camry,2010,176694,Locally Used, 3307500,4.0,2500.0,,Silver
Hyundai,Santa Fe,2002,241992,Locally Used, 1575000,,2700.0,,brown
Hyundai,Sonata,2014,228985,Locally Used, 3780000,,2400.0,,Blue
Toyota,Camry,2008,154459,Locally Used, 2625000,,2400.0,,black
Toyota,Highlander,2006,303450,Locally Used, 3640000,6.0,3300.0,,Grey
Lexus,GS,2006,289882,Locally Used, 3640000,,4300.0,,black
Toyota,Highlander,2008,137201,Locally Used, 7280000,,2400.0,,Silver
Hyundai,Sonata,2014,228985,Locally Used, 3780000,,2400.0,,Blue
Honda,Accord,2003,177975,Locally Used, 1664000,,2000.0,,Blue
Honda,Accord,2008,95937,Locally Used, 1470000,4.0,2400.0,,Green
Honda,Pilot,2004,162901,Locally Used, 1470000,,3500.0,,black
Lexus,RX 300,2003,258416,Locally Used, 2912000,,3000.0,,Blue
Toyota,Camry,2004,245989,Locally Used, 1890000,,2400.0,,gold
Peugeot,307,2008,744495,Locally Used, 1872000,,1600.0,,Silver
Toyota,Highlander,2005,235145,Locally Used, 1890000,,3500.0,,Silver
Toyota,Camry,2008,154459,Locally Used, 2625000,,2400.0,,black
Nissan,Sunny,2002,111765,Locally Used, 1365000,,2000.0,,Blue
Ford,Edge,2013,159032,Locally Used, 3675000,4.0,2000.0,,black
Volvo,XC90,2004,256289,Locally Used, 2100000,,3500.0,,White
Lexus,ES,2005,391415,Locally Used, 2646000,6.0,3300.0,,Green
Lexus,ES,2005,391415,Locally Used, 2646000,6.0,3300.0,,Green
Nissan,Sunny,2002,111765,Locally Used, 1365000,,2000.0,,Blue
Toyota,Corolla,2004,231220,Locally Used, 1900000,,1800.0,,Blue
Honda,Accord Crosstour,2010,145368,Locally Used, 2940000,,3500.0,,Green
Toyota,Camry,2003,324262,Locally Used, 1575000,,2400.0,,Blue
Honda,Accord,2006,219664,Locally Used, 1470000,,2000.0,,black
Toyota,Corolla,2013,153593,Locally Used, 3591000,,1800.0,,White
Honda,Pilot,2004,291742,Locally Used, 1575000,,3500.0,,gold
Lexus,GX,2020,15834,Foreign Used, 45360000,8.0,4600.0,,black
Mercedes-Benz,CLA-Class,2014,306294,Foreign Used, 8400000,,2000.0,,White
Honda,Accord,2003,156499,Locally Used, 1207500,,2400.0,,black
Peugeot,307,2008,306847,Locally Used, 1560000,,1600.0,,Silver
Kia,Cerato,2010,250214,Locally Used, 1375000,,1600.0,,Grey
Toyota,Camry,1999,157996,Locally Used, 1352000,,2300.0,,gold
Ford,Edge,2013,159032,Locally Used, 3675000,4.0,2000.0,,black
Peugeot,607,2009,271172,Locally Used, 1575000,,2900.0,,black
Honda,Pilot,2006,104687,Locally Used, 1890000,,3500.0,,Blue
Volvo,XC90,2005,420079,Foreign Used, 1375000,,2500.0,,Red
Toyota,Highlander,2008,137201,Locally Used, 7280000,,2400.0,,Silver
Toyota,Camry,2006,198464,Locally Used, 1575000,,2400.0,,Grey
Mercedes-Benz,S-Class,2000,297274,Locally Used, 1575000,8.0,5000.0,,Grey
Hyundai,Accent,2015,96728,Foreign Used, 3255000,,1200.0,,Silver
Volkswagen,Passat,2008,166502,Foreign Used, 2415000,,2000.0,,Silver
Nissan,Altima,2011,343537,Locally Used, 1575000,,2500.0,,black
Toyota,Corolla,2003,297119,Locally Used, 1575000,,1800.0,,Red
Toyota,Sienna,2006,335088,Locally Used, 1425000,,3300.0,,Silver
Lexus,RX 330,2005,100788,Foreign Used, 5460000,,3300.0,,gold
Toyota,Corolla,2005,201968,Locally Used, 1995000,,1800.0,,black
Toyota,Camry,2004,250632,Locally Used, 2028000,,2400.0,,Green
Honda,Accord,2003,208331,Locally Used, 1302000,,2400.0,,black
Kia,Cerato,2012,111843,Locally Used, 1940000,,1600.0,,black
Peugeot,607,2009,271172,Locally Used, 1575000,,2900.0,,black
Lexus,RX 300,2002,149319,Locally Used, 1995000,,3000.0,,black
Volvo,XC90,2005,420079,Foreign Used, 1375000,,2500.0,,Red
Nissan,Altima,2011,343537,Locally Used, 1575000,,2500.0,,black
Mercedes-Benz,M Class,2014,56481,Locally Used, 16120000,,3500.0,,White
Volkswagen,Passat,2008,166502,Foreign Used, 2415000,,2000.0,,Silver
Toyota,Camry,2006,198464,Locally Used, 1575000,,2400.0,,Grey
Honda,Accord,2004,254876,Locally Used, 1260000,,2400.0,,black
Honda,Crosstour,2012,112197,Foreign Used, 5355000,,3500.0,,Grey
Hyundai,Accent,2014,95634,Locally Used, 2100000,,1500.0,,black
Toyota,RAV4,2001,318492,Locally Used, 1365000,4.0,2000.0,,Silver
Lexus,ES,2007,97872,Locally Used, 3150000,,3500.0,,black
Peugeot,307,2002,239688,Locally Used, 1575000,,2000.0,,Silver
Lexus,ES,2007,229762,Locally Used, 3465000,6.0,3500.0,,black
Toyota,Corolla,2012,232372,Locally Used, 2100000,,1800.0,,Silver
Honda,Accord,2003,208331,Locally Used, 1302000,,2400.0,,black
Toyota,Corolla,2004,223228,Locally Used, 1575000,,1800.0,,Blue
Mercedes-Benz,M Class,2014,56481,Locally Used, 16120000,,3500.0,,White
Toyota,Yaris,2008,200348,Locally Used, 2100000,,1300.0,,black
Toyota,Yaris,2000,135198,Foreign Used, 1575000,,1300.0,,Green
Toyota,Corolla,2003,157102,Locally Used, 3640000,,1800.0,,Silver
Toyota,Corolla,2005,106992,Locally Used, 1785000,4.0,1800.0,,Silver
Toyota,Yaris,2008,213675,Locally Used, 1365000,4.0,1300.0,,Silver
Lexus,GX,2003,325987,Locally Used, 6240000,,4700.0,,black
Volvo,S80,1999,272746,Locally Used, 1312500,,2900.0,,Green
Toyota,Corolla,2004,223228,Locally Used, 1575000,,1800.0,,Blue
Toyota,Corolla,2005,106992,Locally Used, 1785000,4.0,1800.0,,Silver
Toyota,RAV4,2001,318492,Locally Used, 1365000,4.0,2000.0,,Silver
Toyota,Camry,2001,270407,Locally Used, 1260000,,2400.0,,Green
Toyota,Corolla,2010,98840,Locally Used, 3640000,4.0,1800.0,,Red
Volkswagen,Passat,2010,265644,Locally Used, 2415000,,2000.0,,Silver
Nissan,Sunny,2010,185315,Locally Used, 1260000,,1600.0,,White
Toyota,Sienna,2006,335088,Locally Used, 1425000,,3300.0,,Silver
Toyota,Corolla,2012,232372,Locally Used, 2100000,,1800.0,,Silver
Toyota,Camry,2006,146626,Locally Used, 2105750,,2400.0,,black
Toyota,Highlander,2003,118006,Locally Used, 3328000,,3000.0,,Green
Mercedes-Benz,GLK-Class,2011,84767,Locally Used, 5250000,,5500.0,,black
Honda,Accord,2008,281871,Locally Used, 2173500,,2400.0,,Grey
Toyota,Camry,2002,300001,Foreign Used, 2940000,,2400.0,,Green
Ford,Explorer,2001,181295,Locally Used, 3675000,,4000.0,,gold
Toyota,Yaris,2000,135198,Foreign Used, 1575000,,1300.0,,Green
Hyundai,Elantra,2003,106264,Locally Used, 1260000,,2000.0,,gold
Honda,Accord,2003,187793,Locally Used, 1456000,,2400.0,,gold
Toyota,Corolla,2003,204392,Locally Used, 2100000,,1800.0,,Red
Toyota,Camry,2000,278412,Locally Used, 1260000,,1400.0,,Red
Toyota,Corolla,2005,223938,Locally Used, 3120000,,1800.0,,Blue
Toyota,Camry,2000,327503,Locally Used, 1456000,,2200.0,,gold
Nissan,Sentra,2003,229742,Locally Used, 1050000,,1800.0,,gold
Hyundai,Sonata,2012,155935,Locally Used, 3810000,,2400.0,,Red
Lexus,IS,1999,421038,Locally Used, 1575000,6.0,3000.0,,Silver
Toyota,Camry,2002,300001,Foreign Used, 2940000,,2400.0,,Green
Toyota,Avensis,2007,274044,Locally Used, 2310000,,1800.0,,black
Mercedes-Benz,GLK-Class,2011,84767,Locally Used, 5250000,,5500.0,,black
Volkswagen,Passat,2010,265644,Locally Used, 2415000,,2000.0,,Silver
Toyota,Corolla,2010,98840,Locally Used, 3640000,4.0,1800.0,,Red
Toyota,Avensis,2003,146331,Locally Used, 1470000,,2000.0,,black
Ford,Edge,2007,307057,Locally Used, 2100000,,3500.0,,Grey
Toyota,Corolla,2007,218772,Locally Used, 1785000,4.0,1800.0,,black
Toyota,Corolla,2003,204392,Locally Used, 2100000,,1800.0,,Red
Toyota,Camry,2003,367668,Locally Used, 1785000,,2400.0,,Blue
Toyota,Camry,2006,146626,Locally Used, 2105750,,2400.0,,black
Lexus,RX 350,2008,281507,Locally Used, 4940000,,3500.0,,Grey
Honda,Accord,2005,208503,Foreign Used, 2520000,,2400.0,,Grey
Toyota,Camry,2007,158334,Foreign Used, 3990000,,3500.0,,black
