,Brand,Model,Year,Mileage,Condition,Price,Engine Type,Engine Capacity,Exterior Color,Ratings
563,Foton,"Foton Gratour PX Van - 1.2L Petrol, 750kgs",2018,78,New,"₦ 6,515,000",4-Cylinder(I4),Approx. N/A,White,
564,JAC,JAC Frison T6 4x4,2020,0,New,"₦ 15,915,000",6-Cylinder(V6),Approx. N/A,Silver,
565,JAC,JAC Frison T6 4x4,2020,0,New,"₦ 14,915,000",6-Cylinder(V6),Approx. N/A,Silver,
566,JAC,JAC Frison T6 4x4,2020,0,New,"₦ 14,515,000",6-Cylinder(V6),Approx. N/A,White,
567,JAC,JAC Frison T6 4x2,2020,0,New,"₦ 12,515,000",6-Cylinder(V6),Approx. N/A,White,
568,JAC,JAC S7,2020,0,New,"₦ 20,315,000",4-Cylinder(I4),Approx. N/A,Beige,
569,JAC,JAC S5,2020,0,New,"₦ 12,565,000",4-Cylinder(I4),Approx. N/A,Grey,
570,JAC,JAC S4,2020,0,New,"₦ 11,315,000",4-Cylinder(I4),Approx. N/A,Blue,
571,JAC,JAC S3,2020,0,New,"₦ 10,265,000",4-Cylinder(I4),Approx. N/A,Red,
572,JAC,JAC S3,2020,0,New,"₦ 9,690,000",4-Cylinder(I4),Approx. N/A,Red,
573,JAC,JAC S2,2020,0,New,"₦ 8,165,000",4-Cylinder(I4),Approx. N/A,Red,
574,JAC,JAC S2,2020,0,New,"₦ 8,515,000",4-Cylinder(I4),Approx. N/A,Red,
575,JAC,JAC J4,2020,0,New,"₦ 8,435,000",4-Cylinder(I4),Approx. N/A,Silver,
576,Ford,Ford Ranger D/C,2022,0,New,"₦ 19,902,500",4-Cylinder(I4),Approx. N/A,Brown,
577,Ford,Ford F-150 King Ranch,2020,0,New,"₦ 47,775,000",6-Cylinder(V6),Approx. N/A,Dark Blue,
578,Ford,Ford Ranger D/C,2020,0,New,"₦ 17,752,500",4-Cylinder(I4),Approx. N/A,White,
579,Ford,Ford Ranger D/C,2020,0,New,"₦ 13,275,000",2-Cylinder(I2),Approx. N/A,Black,
580,Ford,Ford Ranger S/C,2020,0,New,"₦ 15,065,000",4-Cylinder(I4),Approx. N/A,Black,
581,Ford,Ford Evrest XLT 3.2L,2020,0,New,"₦ 29,515,000",4-Cylinder(I4),Approx. N/A,Silver,
582,Ford,Ford Explorer LTD 3.5L,2021,0,New,"₦ 34,415,000",4-Cylinder(I4),Approx. N/A,Grey,
583,Ford,Ford Explorer XLT 3.5L,2021,0,New,"₦ 31,727,500",4-Cylinder(I4),Approx. N/A,Brown,
584,Ford,Ford Edge TIT. 3.5L,2020,0,New,"₦ 29,175,000",4-Cylinder(I4),Approx. N/A,Silver,
585,Ford,Ford Edge SEL 2.0L,2020,0,New,"₦ 24,740,000",4-Cylinder(I4),Approx. N/A,Red,
586,Ford,Ford Edge SE 2.0L,2020,0,New,"₦ 23,127,500",4-Cylinder(I4),Approx. N/A,Dark Blue,
587,Ford,Ford Eco Sport 1.5L,2020,0,New,"₦ 11,975,000",4-Cylinder(I4),Approx. N/A,Blue,
588,Ford,Ford Mustang GT Coupe 2.3L,2016,0,New,"₦ 21,515,000",4-Cylinder(I4),Approx. N/A,White,
589,Ford,Ford Taurus SEL 3.5L,2020,0,New,"₦ 20,775,000",2-Cylinder(I2),Approx. N/A,Blue,
590,Ford,Ford Fusion Titanium 2.0L,2020,0,New,"₦ 19,175,000",2-Cylinder(I2),Approx. N/A,Silver,
591,Ford,Ford Fusion S 2.5L,2020,0,New,"₦ 15,775,000",2-Cylinder(I2),Approx. N/A,White,
592,Ford,Ford Figo,2020,0,New,"₦ 10,765,000",2-Cylinder(I2),Approx. N/A,White,
593,Renault,Renault Koleo 2.5L CVT,2020,0,New,"₦ 20,515,000",6-Cylinder(V6),Approx. N/A,Black,
594,Renault,Renault Koleo 2.5L CVT,2020,0,New,"₦ 18,014,000",4-Cylinder(I4),Approx. N/A,Red,
595,Renault,Renault Duster Expression 2.0L,2020,0,New,"₦ 13,815,000",4-Cylinder(I4),Approx. N/A,Maroon,
596,Renault,Renault Duster Expression 1.6L,2020,0,New,"₦ 12,515,000",2-Cylinder(I2),Approx. N/A,Red,
597,Renault,Renault Duster Authentic 1.6L,2020,0,New,"₦ 11,215,000",2-Cylinder(I2),Approx. N/A,Beige,
598,Renault,Renault Logan Dynamic 1.6L,2020,0,New,"₦ 10,715,000",2-Cylinder(I2),Approx. N/A,Black,
599,Renault,Renault Logan Authentic 1.6L,2020,0,New,"₦ 9,514,000",2-Cylinder(I2),Approx. N/A,Grey,
600,Renault,Renault Logan Authentic 1.2L,2020,0,New,"₦ 9,014,000",2-Cylinder(I2),Approx. N/A,Brown,
601,Renault,Renault Kwid Dynamic,2020,0,New,"₦ 6,815,000",2-Cylinder(I2),Approx. N/A,White,
602,Renault,Renault Kwid Expression,2020,0,New,"₦ 6,515,000",2-Cylinder(I2),Approx. N/A,Blue,
603,Renault,Renault Kwid Expression,2020,0,New,"₦ 6,515,000",2-Cylinder(I2),Approx. N/A,Blue,
604,Toyota,Toyota Coaster,2020,0,New,"₦ 48,515,000",6-Cylinder(V6),Approx. N/A,White,
605,Toyota,Toyota Coaster,2020,0,New,"₦ 46,015,000",6-Cylinder(V6),Approx. N/A,White,
606,Toyota,Toyota Yaris,2020,0,New,"₦ 9,515,000",4-Cylinder(I4),Approx. N/A,Blue,
607,Toyota,Toyota Prado VX,2020,0,New,"₦ 45,015,000",6-Cylinder(V6),Approx. N/A,Maroon,
608,Toyota,Toyota Prado TXL,2020,0,New,"₦ 39,315,000",6-Cylinder(V6),Approx. N/A,Maroon,
609,Toyota,Toyota Camry,2011,"108,915",Foreign Used,"₦ 5,530,000",4-Cylinder(I4),Approx. 2,Dark Grey, (4.00)
610,Lexus,Lexus GX 460,2020,0,New,"₦ 58,015,000",8-Cylinder(V8),Approx. N/A,Grey,
611,Lexus,Lexus LX 570,2020,0,New,"₦ 100,015,000",8-Cylinder(V8),Approx. N/A,Black,
612,Toyota,Toyota Hilux,2020,0,New,"₦ 28,515,000",6-Cylinder(V6),Approx. N/A,Red,
613,Toyota,Toyota Hilux,2020,0,New,"₦ 38,015,000",6-Cylinder(V6),Approx. N/A,Red,
614,Toyota,Toyota Hilux,2021,0,New,"₦ 36,015,000",6-Cylinder(V6),Approx. N/A,White,
615,Toyota,Toyota Hiace,2020,0,New,"₦ 26,015,000",4-Cylinder(I4),Approx. N/A,White,
616,Toyota,Toyota Fortuner,2020,0,New,"₦ 31,015,000",6-Cylinder(V6),Approx. N/A,Grey,
617,Toyota,Toyota Corolla,2020,0,New,"₦ 20,515,000",4-Cylinder(I4),Approx. N/A,White,
618,Toyota,Toyota Corolla,2020,0,New,"₦ 19,515,000",4-Cylinder(I4),Approx. N/A,White,
619,Toyota,Toyota Camry,2019,0,New,"₦ 28,015,000",6-Cylinder(V6),Approx. N/A,Red,
620,Toyota,Toyota Camry,2019,0,New,"₦ 24,015,000",4-Cylinder(I4),Approx. N/A,Blue,
621,Toyota,Toyota Prado,2020,0,New,"₦ 52,015,000",8-Cylinder(V8),Approx. N/A,Black,
622,Toyota,Toyota Landcruiser Vx V8,2020,0,New,"₦ 58,015,000",8-Cylinder(V8),Approx. N/A,White,
623,Toyota,Toyota Rush,2020,0,New,"₦ 16,515,000",6-Cylinder(V6),Approx. N/A,Red,
624,Toyota,Toyota Coaster,2019,0,New,"₦ 48,515,000",6-Cylinder(V6),Approx. N/A,White,
625,Toyota,Toyota Corolla,2019,0,New,"₦ 16,515,000",4-Cylinder(I4),Approx. N/A,White,
626,Toyota,Toyota Hilux,2020,0,New,"₦ 23,015,000",6-Cylinder(V6),Approx. N/A,White,
627,Toyota,Toyota Hiace,2019,0,New,"₦ 25,515,000",4-Cylinder(I4),Approx. N/A,Blue,
628,Toyota,Toyota Camry,2019,0,New,"₦ 36,515,000",6-Cylinder(V6),Approx. N/A,Silver,
629,Dodge,Dodge Durango (w. Performance Hood),2019,95,New,"₦ 34,015,000",6-Cylinder(V6),Approx. N/A,White,
630,Foton,Foton View CS2 2.7L Petrol Ambulance,2019,56,New,"₦ 22,765,000",6-Cylinder(I6),Approx. N/A,White,
631,Foton,Foton View C2 2.2L P Minibus,2020,23,New,"₦ 15,265,000",6-Cylinder(I6),Approx. N/A,White,
632,Foton,Foton Tunland Double Cabin Pickup 4WD,2019,56,New,"₦ 17,015,000",6-Cylinder(I6),Approx. N/A,Blue,
633,Fiat,Fiat Fullback Double Cabin 2.5 4WD Diesel,2019,88,New,"₦ 17,515,000",6-Cylinder(I6),Approx. N/A,Black,
634,Fiat,Fiat Double Cabin,2019,56,New,"₦ 16,015,000",6-Cylinder(I6),Approx. N/A,White,
635,Chevrolet,Chevrolet N300 Van,2019,54,New,"₦ 18,015,000",6-Cylinder(I6),Approx. N/A,Silver,
636,Chevrolet,Chevrolet Cruze LT,2019,29,New,"₦ 11,765,000",4-Cylinder(I4),Approx. N/A,Silver,
637,Chevrolet,Chevrolet Cruze LTZ,2019,12,New,"₦ 12,015,000",6-Cylinder(V6),Approx. N/A,Black,
638,Fiat,Fiat Fullback,2019,66,New,"₦ 11,515,000",4-Cylinder(I4),Approx. N/A,White,
639,Dodge,Dodge Durango,2019,66,New,"₦ 33,015,000",6-Cylinder(I6),Approx. N/A,Black,
640,Jeep,Jeep Wrangler Sahara,2019,56,New,"₦ 36,015,000",6-Cylinder(I6),Approx. N/A,Silver,
641,Jeep,Jeep Grand Cherokee Premium,2019,59,New,"₦ 35,015,000",6-Cylinder(I6),Approx. N/A,Black,
642,Chevrolet,Chevrolet Trailblazer,2021,0,New,"₦ 22,515,000",6-Cylinder(V6),Approx. N/A,Grey,
643,GEELY,GEELY Coolray Dynamic,2021,0,New,"₦ 13,565,000",6-Cylinder(V6),Approx. N/A,Red,
644,Toyota,Toyota Corolla,2013,"97,652",Foreign Used,"₦ 6,330,000",4-Cylinder(I4),Approx. 1,Blue, (4.00)
645,Toyota,Toyota Corolla,2016,"185,426",Foreign Used,"₦ 8,015,000",6-Cylinder(V6),Approx. N/A,Silver, (4.00)
646,Lexus,Lexus LS 500,2018,"8,787",Foreign Used,"₦ 65,015,000",6-Cylinder(V6),Approx. 3500,Grey, (5.00)
647,Toyota,Toyota Camry,2011,"65,560",Foreign Used,"₦ 6,030,000",4-Cylinder(I4),Approx. 1,Yellow, (4.00)
648,Mercedes-Benz,Mercedes-Benz C 300,2015,"99,367",Foreign Used,"₦ 13,545,000",4-Cylinder(I4),Approx. 4,Gray, (4.50)
649,Hyundai,Hyundai Santa Fe,2013,"148,752",Foreign Used,"₦ 9,015,000",6-Cylinder(V6),Approx. 3300,Silver, (0.00)
650,Toyota,Toyota Corolla,2015,"139,552",Foreign Used,"₦ 8,515,000",4-Cylinder(I4),Approx. 2400,Dark Gray, (0.00)
651,Lexus,Lexus GX 460,2015,"97,777",Foreign Used,"₦ 26,530,000",8-Cylinder(V8),Approx. 4600,Silver, (0.00)
652,Honda,Honda Ridgeline,2010,"85,000",Foreign Used,"₦ 6,515,000",6-Cylinder(V6),Approx. 1000,Red, (0.00)
653,Mercedes-Benz,Mercedes-Benz E 350,2014,"213,468",Foreign Used,"₦ 12,515,000",6-Cylinder(I6),Approx. 1000,Grey, (0.00)
654,Toyota,Toyota Corolla,2016,"111,502",Foreign Used,"₦ 8,015,000",4-Cylinder(I4),Approx. 4000,Silver, (0.00)
655,Land,Land Rover Range Rover,2014,"72,556",Locally used,"₦ 23,015,000",6-Cylinder(I6),Approx. 6000,Black, (0.00)
656,Toyota,Toyota Sienna,2008,"121,333",Foreign Used,"₦ 5,815,000",6-Cylinder(V6),Approx. 3,Gold, (0.00)
657,Toyota,Toyota Matrix,2005,"97,523",Foreign Used,"₦ 3,880,000",4-Cylinder(I4),Approx. 1500,Silver, (0.00)
658,Lexus,Lexus RX 330,2004,"78,874",Foreign Used,"₦ 6,130,000",6-Cylinder(V6),Approx. 6,Black, (0.00)
659,Mazda,Mazda CX-7,2011,"156,904",Foreign Used,"₦ 5,030,000",6-Cylinder(V6),Approx. N/A,Purple, (0.00)
660,Toyota,Toyota RAV 4,2010,"124,382",Foreign Used,"₦ 6,930,000",4-Cylinder(I4),Approx. N/A,Dark Grey, (0.00)
661,Mercedes-Benz,Mercedes-Benz GLE 350,2017,"51,283",Foreign Used,"₦ 25,530,000",6-Cylinder(V6),Approx. 3,Blue, (0.00)
662,Mercedes-Benz,Mercedes-Benz GLK 350,2010,"97,814",Foreign Used,"₦ 8,530,000",6-Cylinder(V6),Approx. N/A,Grey, (0.00)
663,Toyota,Toyota Camry,2013,"104,930",Foreign Used,"₦ 7,315,000",4-Cylinder(I4),Approx. 2500,Silver, (0.00)
664,Mercedes-Benz,Mercedes-Benz GLK 350,2012,"54,862",Locally used,"₦ 11,515,000",4-Cylinder(I4),Approx. 3500,Red, (0.00)
665,Toyota,Toyota Camry,2012,"55,313",Foreign Used,"₦ 8,530,000",6-Cylinder(V6),Approx. N/A,Black, (3.30)
666,Toyota,Toyota RAV 4,2007,"101,000",Foreign Used,"₦ 5,915,000",6-Cylinder(I6),Approx. 1000,Light Grey, (0.00)
667,Toyota,Toyota Camry,2006,"98,589",Foreign Used,"₦ 3,360,000",6-Cylinder(V6),Approx. N/A,Red, (0.00)
668,Mercedes-Benz,Mercedes-Benz S 500,2015,"35,753",Locally used,"₦ 27,015,000",6-Cylinder(V6),Approx. 3000,Brown, (0.00)
669,Toyota,Toyota Highlander,2005,"202,342",Foreign Used,"₦ 5,015,000",6-Cylinder(I6),Approx. N/A,Blue, (0.00)
670,Lexus,Lexus RX 330,2006,"195,234",Foreign Used,"₦ 6,515,000",6-Cylinder(V6),Approx. 1000,White, (0.00)
671,Honda,Honda Civic,2011,"89,883",Foreign Used,"₦ 4,060,000",4-Cylinder(I4),Approx. N/A,Red, (0.00)
672,Toyota,Toyota Highlander,2011,"88,502",Foreign Used,"₦ 12,030,000",6-Cylinder(V6),Approx. 1000,Gold, (0.00)
673,Audi,Audi A6,2010,"241,975",Foreign Used,"₦ 4,410,000",4-Cylinder(I4),Approx. 1000,White, (0.00)
674,Ford,Ford F 150,2011,"238,598",Locally used,"₦ 11,515,000",6-Cylinder(V6),Approx. 1000,Gray, (0.00)
675,Honda,Honda Pilot,2006,"110,470",Foreign Used,"₦ 4,315,000",6-Cylinder(I6),Approx. N/A,Green, (0.00)
676,Nissan,Nissan Titan,2004,0,Foreign Used,"₦ 3,180,000",6-Cylinder(V6),Approx. N/A,Black, (0.00)
677,Volkswagen,Volkswagen Golf,2012,"120,470",Foreign Used,"₦ 3,245,000",5-Cylinder(I5),Approx. N/A,Blue, (0.00)
678,Toyota,Toyota RAV 4,2010,"52,345",Foreign Used,"₦ 5,895,000",4-Cylinder(I4),Approx. 25,Silver, (0.00)
679,Mercedes-Benz,Mercedes-Benz CLA 250,2014,"69,727",Foreign Used,"₦ 11,530,000",6-Cylinder(V6),Approx. 3300,Black, (0.00)
680,Hyundai,Hyundai Sonata,2015,"138,357",Foreign Used,"₦ 7,730,000",4-Cylinder(I4),Approx. 2400,Sliver, (0.00)
681,Toyota,Toyota Venza,2014,"15,236",Foreign Used,"₦ 9,045,000",4-Cylinder(I4),Approx. 2,Silver, (0.00)
682,Honda,Honda CR-V,2009,"85,243",Foreign Used,"₦ 5,015,000",4-Cylinder(I4),Approx. 18,Black, (0.00)
683,Lexus,Lexus RX 350,2007,"105,067",Foreign Used,"₦ 6,730,000",6-Cylinder(V6),Approx. N/A,Silver, (0.00)
684,Toyota,Toyota RAV 4,2009,"45,231",Foreign Used,"₦ 5,830,000",6-Cylinder(V6),Approx. 3,Dark Grey, (0.00)
685,Toyota,Toyota Venza,2012,"41,027",Foreign Used,"₦ 8,030,000",4-Cylinder(I4),Approx. 2400,White, (0.00)
686,Toyota,Toyota Sequoia,2012,"166,760",Foreign Used,"₦ 14,530,000",8-Cylinder(V8),Approx. N/A,Silver, (0.00)
687,Toyota,Toyota 4-Runner,2012,"78,333",Foreign Used,"₦ 17,064,000",8-Cylinder(V8),Approx. N/A,Black, (0.00)
688,Hyundai,Hyundai Sonata,2011,"96,598",Foreign Used,"₦ 5,015,000",4-Cylinder(I4),Approx. 3,Blue, (0.00)
689,Toyota,Toyota Corolla,2006,"144,307",Foreign Used,"₦ 3,705,000",4-Cylinder(I4),Approx. N/A,Grey, (0.00)
690,Toyota,Toyota Camry,2010,"104,632",Locally used,"₦ 4,130,000",4-Cylinder(I4),Approx. N/A,Grey, (4.30)
691,Toyota,Toyota Camry,2008,"95,411",Foreign Used,"₦ 3,774,000",4-Cylinder(I4),Approx. N/A,Blue, (0.00)
692,Toyota,Toyota Corolla,2012,"162,970",Locally used,"₦ 2,830,000",4-Cylinder(I4),Approx. N/A,Gold, (2.90)
693,Lexus,Lexus IS 350,2008,"228,373",Foreign Used,"₦ 6,315,000",6-Cylinder(V6),Approx. 1000,Grey, (0.00)
694,Lexus,Lexus RX 350,2014,"73,960",Foreign Used,"₦ 12,270,000",6-Cylinder(V6),Approx. 6,Beige, (0.00)
695,Foton,"Foton Gratour PX Van - 1.2L Petrol, 750kgs",2018,78,Locally used,"₦ 6,515,000",4-Cylinder(I4),Approx. N/A,White, (0.00)
